donor,announcement_date,source_reported_value,reporting_currency,aid_type_general,aid_type_specific,measure,explanation
Belgium,25.08.22,8.000.000,EUR,Military,Funding for Weapon Acquisition Program,Allocation,"8 million EUR in support to the Ukrainian armed forces through NATO Comprehensive Assistance Package (CAP) Trust Fund, which provides non-lethal support  to Ukraine. Source 1 specifies that Belgian companies are invited to participate in the public tender process for this procurement."
Belgium,16.09.22,1.757.052,EUR,Military,Weapons,Allocation,"The Belgium government disclosed further details on the content of the packages delivered to Ukraine for the first year of war in January 2023 (Source of aid 1). Here, we report military aid omitted from other packages with official announcements."
Belgium,16.09.22,1.757.052,EUR,Military,Weapons,Allocation,"The Belgium government disclosed further details on the content of the packages delivered to Ukraine for the first year of war in January 2023 (Source of aid 1). Here, we report military aid omitted from other packages with official announcements."
Belgium,16.09.22,1.757.052,EUR,Military,Weapons,Allocation,"The Belgium government disclosed further details on the content of the packages delivered to Ukraine for the first year of war in January 2023 (Source of aid 1). Here, we report military aid omitted from other packages with official announcements."
Belgium,17.09.22,25.004.047,EUR,Military,Weapons,Allocation,"Belgium will send heavy machine guns, ammunition, and other equipment from Belgian arms manufacturer FN Herstal. It will also send non-lethal equipment for the winter, helmets, spare provisions and night vision equipment. In addition, ambulances and medical evacuation trucks are also expected to be delivered in early 2023. The Belgium government disclosed further details on the content of the package in January 2023 (Source of aid 4). Since the content of the packages reported in October 2022 corresponds to the current entry, we assume the size of the initial 12 EUR million package was extended later. It brings the total size of the package to 25 EUR million. Source of aid 3 specifies some of the in-kind donations as well as their quantity. For example, 120mm mortar is likely to be Mortar RTF1 (or MO-120 RT). "
Belgium,17.09.22,25.004.047,EUR,Military,Weapons,Allocation,"Belgium will send heavy machine guns, ammunition, and other equipment from Belgian arms manufacturer FN Herstal. It will also send non-lethal equipment for the winter, helmets, spare provisions and night vision equipment. In addition, ambulances and medical evacuation trucks are also expected to be delivered in early 2023. The Belgium government disclosed further details on the content of the package in January 2023 (Source of aid 4). Since the content of the packages reported in October 2022 corresponds to the current entry, we assume the size of the initial 12 EUR million package was extended later. It brings the total size of the package to 25 EUR million. Source of aid 3 specifies some of the in-kind donations as well as their quantity. For example, 120mm mortar is likely to be Mortar RTF1 (or MO-120 RT). "
Belgium,17.09.22,25.004.047,EUR,Military,Weapons,Allocation,"Belgium will send heavy machine guns, ammunition, and other equipment from Belgian arms manufacturer FN Herstal. It will also send non-lethal equipment for the winter, helmets, spare provisions and night vision equipment. In addition, ambulances and medical evacuation trucks are also expected to be delivered in early 2023. The Belgium government disclosed further details on the content of the package in January 2023 (Source of aid 4). Since the content of the packages reported in October 2022 corresponds to the current entry, we assume the size of the initial 12 EUR million package was extended later. It brings the total size of the package to 25 EUR million. Source of aid 3 specifies some of the in-kind donations as well as their quantity. For example, 120mm mortar is likely to be Mortar RTF1 (or MO-120 RT). "
Belgium,17.09.22,25.004.047,EUR,Military,Equipment,Allocation,"Belgium will send heavy machine guns, ammunition, and other equipment from Belgian arms manufacturer FN Herstal. It will also send non-lethal equipment for the winter, helmets, spare provisions and night vision equipment. In addition, ambulances and medical evacuation trucks are also expected to be delivered in early 2023. The Belgium government disclosed further details on the content of the package in January 2023 (Source of aid 4). Since the content of the packages reported in October 2022 corresponds to the current entry, we assume the size of the initial 12 EUR million package was extended later. It brings the total size of the package to 25 EUR million. Source of aid 3 specifies some of the in-kind donations as well as their quantity. For example, 120mm mortar is likely to be Mortar RTF1 (or MO-120 RT). "
Belgium,17.09.22,25.004.047,EUR,Military,Equipment,Allocation,"Belgium will send heavy machine guns, ammunition, and other equipment from Belgian arms manufacturer FN Herstal. It will also send non-lethal equipment for the winter, helmets, spare provisions and night vision equipment. In addition, ambulances and medical evacuation trucks are also expected to be delivered in early 2023. The Belgium government disclosed further details on the content of the package in January 2023 (Source of aid 4). Since the content of the packages reported in October 2022 corresponds to the current entry, we assume the size of the initial 12 EUR million package was extended later. It brings the total size of the package to 25 EUR million. Source of aid 3 specifies some of the in-kind donations as well as their quantity. For example, 120mm mortar is likely to be Mortar RTF1 (or MO-120 RT). "
Belgium,17.09.22,25.004.047,EUR,Military,Equipment,Allocation,"Belgium will send heavy machine guns, ammunition, and other equipment from Belgian arms manufacturer FN Herstal. It will also send non-lethal equipment for the winter, helmets, spare provisions and night vision equipment. In addition, ambulances and medical evacuation trucks are also expected to be delivered in early 2023. The Belgium government disclosed further details on the content of the package in January 2023 (Source of aid 4). Since the content of the packages reported in October 2022 corresponds to the current entry, we assume the size of the initial 12 EUR million package was extended later. It brings the total size of the package to 25 EUR million. Source of aid 3 specifies some of the in-kind donations as well as their quantity. For example, 120mm mortar is likely to be Mortar RTF1 (or MO-120 RT). "
Belgium,17.09.22,25.004.047,EUR,Military,Equipment,Allocation,"Belgium will send heavy machine guns, ammunition, and other equipment from Belgian arms manufacturer FN Herstal. It will also send non-lethal equipment for the winter, helmets, spare provisions and night vision equipment. In addition, ambulances and medical evacuation trucks are also expected to be delivered in early 2023. The Belgium government disclosed further details on the content of the package in January 2023 (Source of aid 4). Since the content of the packages reported in October 2022 corresponds to the current entry, we assume the size of the initial 12 EUR million package was extended later. It brings the total size of the package to 25 EUR million. Source of aid 3 specifies some of the in-kind donations as well as their quantity. For example, 120mm mortar is likely to be Mortar RTF1 (or MO-120 RT). "
Belgium,17.09.22,25.004.047,EUR,Military,Equipment,Allocation,"Belgium will send heavy machine guns, ammunition, and other equipment from Belgian arms manufacturer FN Herstal. It will also send non-lethal equipment for the winter, helmets, spare provisions and night vision equipment. In addition, ambulances and medical evacuation trucks are also expected to be delivered in early 2023. The Belgium government disclosed further details on the content of the package in January 2023 (Source of aid 4). Since the content of the packages reported in October 2022 corresponds to the current entry, we assume the size of the initial 12 EUR million package was extended later. It brings the total size of the package to 25 EUR million. Source of aid 3 specifies some of the in-kind donations as well as their quantity. For example, 120mm mortar is likely to be Mortar RTF1 (or MO-120 RT). "
